1, 1750693472.236601, -0.7950608382056767
1, 1750693472.2371871, -0.7894333430448901
1, 1750693472.237683, -0.7739019338132211
1, 1750693472.2398834, -0.08471161262509863
1, 1750693472.2410274, 0.1878322150442191
1, 1750693472.2418394, 0.47093639842565516
1, 1750693472.242495, 0.5985558146636811
1, 1750693472.2447956, 0.866061751119068
1, 1750693472.2454832, 0.8634700001664384
1, 1750693472.246127, 0.7921118099383277
1, 1750693472.2466965, 0.7174081544004216
1, 1750693472.247277, 0.4580940128625448
1, 1750693472.2477868, 0.33520515379732485
1, 1750693472.248317, 0.16146056725521252
1, 1750693472.248811, 0.06007315576614847
1, 1750693472.2493837, -0.06607046030935093
1, 1750693472.2499473, -0.33134210812401843
1, 1750693472.2504656, -0.47005300103843695
1, 1750693472.2510011, -0.5559173580076298
1, 1750693472.2515624, -0.6831858763501579
1, 1750693472.252154, -0.7290574214746754
1, 1750693472.252779, -0.7774479122061579
1, 1750693472.253388, -0.795292383075495
1, 1750693472.253964, -0.783141648296197
1, 1750693472.2568014, -0.03266235489141156
1, 1750693472.2580895, 0.3222201413685273
1, 1750693472.2590392, 0.58498000475777
1, 1750693472.2597387, 0.7039785519509678
1, 1750693472.26237, 0.833573260763989
1, 1750693472.263125, 0.7545872186647036
1, 1750693472.2637382, 0.5353106463561321
1, 1750693472.2643094, 0.32042387833205144
1, 1750693472.2648377, 0.1952673117789212
1, 1750693472.2653565, 0.04562248818200709
1, 1750693472.266169, -0.12634791563338021
1, 1750693472.2667332, -0.3394891456568989
1, 1750693472.2674716, -0.5152836204150557
1, 1750693472.2680705, -0.6593642059547933
1, 1750693472.268661, -0.7069407090511419
1, 1750693472.2693138, -0.7732980075032829
1, 1750693472.2700424, -0.8046430958723527
1, 1750693472.2762802, 0.7264551137469248
1, 1750693472.277185, 0.778057394399442
1, 1750693472.2779152, 0.8388218100682434
1, 1750693472.2810993, 0.2755799627586337
1, 1750693472.281778, 0.12483052690905616
1, 1750693472.2826135, -0.04828566595285366
1, 1750693472.2833843, -0.39095118650424254
1, 1750693472.2843504, -0.5840727367654157
1, 1750693472.285162, -0.7042701851015638
1, 1750693472.2857308, -0.747778540317628
1, 1750693472.2862687, -0.7848424289121294
1, 1750693472.2868037, -0.794072595153051
1, 1750693472.2872908, -0.8264870866322085
1, 1750693472.2877457, -0.7363964390237057
1, 1750693472.2906027, 0.08837175815474962
1, 1750693472.2918177, 0.49703413102072735
1, 1750693472.2935803, 0.7832414930698297
1, 1750693472.2941473, 0.8340118831333609
1, 1750693472.294622, 0.8575136874199045
1, 1750693472.295085, 0.8683318456674911
1, 1750693472.295536, 0.8632450197130326
1, 1750693472.2959905, 0.8537343738617644
1, 1750693472.2964697, 0.7544296726708066
1, 1750693472.2973707, 0.41469904302087635
1, 1750693472.29796, 0.2923514499271125
1, 1750693472.2984982, 0.11374621141420427
1, 1750693472.299035, -0.020141028967378904
1, 1750693472.299559, -0.15915090121112474
1, 1750693472.3000236, -0.33834275984524753
1, 1750693472.300464, -0.46474537198647115
1, 1750693472.3009386, -0.5671789127456157
1, 1750693472.30138, -0.6484410170446087
1, 1750693472.3018308, -0.7030330909903963
1, 1750693472.3022745, -0.729934069448291
1, 1750693472.302724, -0.7704920178695587
1, 1750693472.3031774, -0.7915769233860932
1, 1750693472.3036203, -0.7934627011918287
1, 1750693472.3040621, -0.7812057422196761
1, 1750693472.3059413, -0.21728417942882183
1, 1750693472.3075604, 0.125452356172846
1, 1750693472.3098216, 0.7542804813887072
1, 1750693472.310417, 0.7895451231210906
1, 1750693472.3108885, 0.8348646605018408
1, 1750693472.3113606, 0.8605398833860072
1, 1750693472.311812, 0.8686594697229815
1, 1750693472.312375, 0.8921296454577199
1, 1750693472.3128438, 0.7937457528598797
1, 1750693472.313304, 0.7702182876728147
1, 1750693472.31403, 0.41333603146761666
1, 1750693472.3148043, 0.20498563189487173
1, 1750693472.3154144, 0.04873342479634246
1, 1750693472.3159504, -0.011190745571675986
1, 1750693472.3164568, -0.2606373757115028
1, 1750693472.3169289, -0.4191399841092185
1, 1750693472.317378, -0.5131776362769414
1, 1750693472.317818, -0.6076306369740287
1, 1750693472.3182518, -0.6350788490546639
1, 1750693472.3186827, -0.705356297635247
1, 1750693472.3191, -0.7468654896711802
1, 1750693472.319515, -0.7740099483014611
1, 1750693472.319926, -0.7919039506764549
1, 1750693472.320337, -0.7935265550605672
1, 1750693472.320785, -0.7729835122806177
1, 1750693472.3238328, 0.047718327312938236
1, 1750693472.3246846, 0.27056892597548154
1, 1750693472.3267324, 0.7376617660930984
1, 1750693472.32732, 0.7778115271665422
1, 1750693472.327802, 0.8489990425679315
1, 1750693472.328257, 0.8677130002293434
